participant_id,item_id,category,word_length,freq_rank,retention_level,proficiency_score,exposure_composite,integrative_motivation_composite,multilingualism_count
16602616,59,adjective,3,461,2,NA,2.6,1,0
16602616,60,adjective,4,706,2,NA,2.6,1,0
16602617,1,concrete_noun,5,79,2,NA,1.8,4.25,0
16602617,2,concrete_noun,4,92,2,NA,1.8,4.25,0
16602617,3,concrete_noun,5,107,2,NA,1.8,4.25,0
16602617,4,concrete_noun,7,139,2,NA,1.8,4.25,0
16602617,5,concrete_noun,4,144,2,NA,1.8,4.25,0
16602617,6,concrete_noun,7,157,2,NA,1.8,4.25,0
16602617,7,concrete_noun,4,158,2,NA,1.8,4.25,0
16602617,8,concrete_noun,5,217,2,NA,1.8,4.25,0
16602617,9,concrete_noun,6,220,2,NA,1.8,4.25,0
16602617,10,concrete_noun,7,238,2,NA,1.8,4.25,0
16602617,11,concrete_noun,5,243,2,NA,1.8,4.25,0
16602617,12,concrete_noun,3,249,2,NA,1.8,4.25,0
16602617,13,concrete_noun,4,258,2,NA,1.8,4.25,0
16602617,14,concrete_noun,9,310,2,NA,1.8,4.25,0
16602617,15,concrete_noun,3,384,2,NA,1.8,4.25,0
16602617,16,abstract_noun,6,39,2,NA,1.8,4.25,0
16602617,17,abstract_noun,2,59,2,NA,1.8,4.25,0
16602617,18,abstract_noun,5,72,2,NA,1.8,4.25,0
16602617,19,abstract_noun,5,83,2,NA,1.8,4.25,0
16602617,20,abstract_noun,3,84,2,NA,1.8,4.25,0
16602617,21,abstract_noun,4,85,NA,NA,1.8,4.25,0
16602617,22,abstract_noun,5,89,2,NA,1.8,4.25,0
16602617,23,abstract_noun,6,115,2,NA,1.8,4.25,0
16602617,24,abstract_noun,5,126,2,NA,1.8,4.25,0
16602617,25,abstract_noun,4,127,1,NA,1.8,4.25,0
16602617,26,abstract_noun,5,132,2,NA,1.8,4.25,0
16602617,27,abstract_noun,9,142,2,NA,1.8,4.25,0
16602617,28,abstract_noun,6,278,2,NA,1.8,4.25,0
16602617,29,abstract_noun,5,381,2,NA,1.8,4.25,0
16602617,30,abstract_noun,4,456,2,NA,1.8,4.25,0
16602617,31,verb,4,17,2,NA,1.8,4.25,0
16602617,32,verb,4,20,1,NA,1.8,4.25,0
16602617,33,verb,7,24,0,NA,1.8,4.25,0
16602617,34,verb,3,33,2,NA,1.8,4.25,0
16602617,35,verb,5,36,NA,NA,1.8,4.25,0
16602617,36,verb,5,41,1,NA,1.8,4.25,0
16602617,37,verb,4,76,2,NA,1.8,4.25,0
16602617,38,verb,4,88,0,NA,1.8,4.25,0
16602617,39,verb,6,101,1,NA,1.8,4.25,0
16602617,40,verb,4,119,NA,NA,1.8,4.25,0
16602617,41,verb,5,133,0,NA,1.8,4.25,0
16602617,42,verb,4,136,2,NA,1.8,4.25,0
16602617,43,verb,7,140,2,NA,1.8,4.25,0
16602617,44,verb,5,163,2,NA,1.8,4.25,0
16602617,45,verb,7,203,1,NA,1.8,4.25,0
16602617,46,adjective,5,80,2,NA,1.8,4.25,0
16602617,47,adjective,2,98,2,NA,1.8,4.25,0
16602617,48,adjective,2,121,2,NA,1.8,4.25,0
16602617,49,adjective,4,137,2,NA,1.8,4.25,0
16602617,50,adjective,3,154,2,NA,1.8,4.25,0
16602617,51,adjective,6,212,0,NA,1.8,4.25,0
16602617,52,adjective,4,305,2,NA,1.8,4.25,0
16602617,53,adjective,5,315,1,NA,1.8,4.25,0
16602617,54,adjective,6,339,2,NA,1.8,4.25,0
16602617,55,adjective,3,364,2,NA,1.8,4.25,0
16602617,56,adjective,5,370,2,NA,1.8,4.25,0
16602617,57,adjective,7,407,0,NA,1.8,4.25,0
16602617,58,adjective,4,432,2,NA,1.8,4.25,0
16602617,59,adjective,3,461,2,NA,1.8,4.25,0
16602617,60,adjective,4,706,2,NA,1.8,4.25,0
16602618,1,concrete_noun,5,79,2,NA,1.8,1.25,0
16602618,2,concrete_noun,4,92,2,NA,1.8,1.25,0
16602618,3,concrete_noun,5,107,2,NA,1.8,1.25,0
16602618,4,concrete_noun,7,139,1,NA,1.8,1.25,0
16602618,5,concrete_noun,4,144,2,NA,1.8,1.25,0
16602618,6,concrete_noun,7,157,2,NA,1.8,1.25,0
16602618,7,concrete_noun,4,158,2,NA,1.8,1.25,0
16602618,8,concrete_noun,5,217,1,NA,1.8,1.25,0
16602618,9,concrete_noun,6,220,1,NA,1.8,1.25,0
16602618,10,concrete_noun,7,238,1,NA,1.8,1.25,0
16602618,11,concrete_noun,5,243,2,NA,1.8,1.25,0
16602618,12,concrete_noun,3,249,2,NA,1.8,1.25,0
16602618,13,concrete_noun,4,258,2,NA,1.8,1.25,0
16602618,14,concrete_noun,9,310,2,NA,1.8,1.25,0
16602618,15,concrete_noun,3,384,1,NA,1.8,1.25,0
16602618,16,abstract_noun,6,39,1,NA,1.8,1.25,0
16602618,17,abstract_noun,2,59,2,NA,1.8,1.25,0
16602618,18,abstract_noun,5,72,2,NA,1.8,1.25,0
16602618,19,abstract_noun,5,83,2,NA,1.8,1.25,0
16602618,20,abstract_noun,3,84,2,NA,1.8,1.25,0
16602618,21,abstract_noun,4,85,0,NA,1.8,1.25,0
16602618,22,abstract_noun,5,89,2,NA,1.8,1.25,0
16602618,23,abstract_noun,6,115,2,NA,1.8,1.25,0
16602618,24,abstract_noun,5,126,1,NA,1.8,1.25,0
16602618,25,abstract_noun,4,127,1,NA,1.8,1.25,0
16602618,26,abstract_noun,5,132,1,NA,1.8,1.25,0
16602618,27,abstract_noun,9,142,1,NA,1.8,1.25,0
16602618,28,abstract_noun,6,278,2,NA,1.8,1.25,0
16602618,29,abstract_noun,5,381,1,NA,1.8,1.25,0
16602618,30,abstract_noun,4,456,1,NA,1.8,1.25,0
16602618,31,verb,4,17,1,NA,1.8,1.25,0
16602618,32,verb,4,20,1,NA,1.8,1.25,0
16602618,33,verb,7,24,2,NA,1.8,1.25,0
16602618,34,verb,3,33,1,NA,1.8,1.25,0
16602618,35,verb,5,36,0,NA,1.8,1.25,0
16602618,36,verb,5,41,1,NA,1.8,1.25,0
16602618,37,verb,4,76,NA,NA,1.8,1.25,0
16602618,38,verb,4,88,0,NA,1.8,1.25,0
16602618,39,verb,6,101,2,NA,1.8,1.25,0
16602618,40,verb,4,119,0,NA,1.8,1.25,0
16602618,41,verb,5,133,0,NA,1.8,1.25,0
16602618,42,verb,4,136,0,NA,1.8,1.25,0
16602618,43,verb,7,140,1,NA,1.8,1.25,0
16602618,44,verb,5,163,2,NA,1.8,1.25,0
16602618,45,verb,7,203,1,NA,1.8,1.25,0
16602618,46,adjective,5,80,2,NA,1.8,1.25,0
16602618,47,adjective,2,98,2,NA,1.8,1.25,0
16602618,48,adjective,2,121,1,NA,1.8,1.25,0
16602618,49,adjective,4,137,2,NA,1.8,1.25,0
16602618,50,adjective,3,154,1,NA,1.8,1.25,0
16602618,51,adjective,6,212,NA,NA,1.8,1.25,0
16602618,52,adjective,4,305,2,NA,1.8,1.25,0
16602618,53,adjective,5,315,1,NA,1.8,1.25,0
16602618,54,adjective,6,339,2,NA,1.8,1.25,0
16602618,55,adjective,3,364,2,NA,1.8,1.25,0
16602618,56,adjective,5,370,1,NA,1.8,1.25,0
16602618,57,adjective,7,407,0,NA,1.8,1.25,0
16602618,58,adjective,4,432,1,NA,1.8,1.25,0
16602618,59,adjective,3,461,0,NA,1.8,1.25,0
16602618,60,adjective,4,706,1,NA,1.8,1.25,0
16602619,1,concrete_noun,5,79,2,NA,2.2,2,0
16602619,2,concrete_noun,4,92,2,NA,2.2,2,0
16602619,3,concrete_noun,5,107,2,NA,2.2,2,0
16602619,4,concrete_noun,7,139,2,NA,2.2,2,0
16602619,5,concrete_noun,4,144,2,NA,2.2,2,0
16602619,6,concrete_noun,7,157,2,NA,2.2,2,0
16602619,7,concrete_noun,4,158,2,NA,2.2,2,0
16602619,8,concrete_noun,5,217,2,NA,2.2,2,0
16602619,9,concrete_noun,6,220,2,NA,2.2,2,0
16602619,10,concrete_noun,7,238,2,NA,2.2,2,0
16602619,11,concrete_noun,5,243,2,NA,2.2,2,0
16602619,12,concrete_noun,3,249,2,NA,2.2,2,0
16602619,13,concrete_noun,4,258,2,NA,2.2,2,0
16602619,14,concrete_noun,9,310,2,NA,2.2,2,0
16602619,15,concrete_noun,3,384,2,NA,2.2,2,0
16602619,16,abstract_noun,6,39,2,NA,2.2,2,0
16602619,17,abstract_noun,2,59,2,NA,2.2,2,0
16602619,18,abstract_noun,5,72,2,NA,2.2,2,0
16602619,19,abstract_noun,5,83,2,NA,2.2,2,0
16602619,20,abstract_noun,3,84,2,NA,2.2,2,0
16602619,21,abstract_noun,4,85,0,NA,2.2,2,0
16602619,22,abstract_noun,5,89,2,NA,2.2,2,0
16602619,23,abstract_noun,6,115,2,NA,2.2,2,0
16602619,24,abstract_noun,5,126,2,NA,2.2,2,0
16602619,25,abstract_noun,4,127,2,NA,2.2,2,0
16602619,26,abstract_noun,5,132,1,NA,2.2,2,0
16602619,27,abstract_noun,9,142,2,NA,2.2,2,0
16602619,28,abstract_noun,6,278,2,NA,2.2,2,0
16602619,29,abstract_noun,5,381,2,NA,2.2,2,0
16602619,30,abstract_noun,4,456,1,NA,2.2,2,0
16602619,31,verb,4,17,2,NA,2.2,2,0
16602619,32,verb,4,20,2,NA,2.2,2,0
16602619,33,verb,7,24,2,NA,2.2,2,0
16602619,34,verb,3,33,1,NA,2.2,2,0
16602619,35,verb,5,36,0,NA,2.2,2,0
16602619,36,verb,5,41,1,NA,2.2,2,0
16602619,37,verb,4,76,NA,NA,2.2,2,0
16602619,38,verb,4,88,0,NA,2.2,2,0
16602619,39,verb,6,101,1,NA,2.2,2,0
16602619,40,verb,4,119,0,NA,2.2,2,0
16602619,41,verb,5,133,NA,NA,2.2,2,0
16602619,42,verb,4,136,0,NA,2.2,2,0
16602619,43,verb,7,140,2,NA,2.2,2,0
16602619,44,verb,5,163,2,NA,2.2,2,0
16602619,45,verb,7,203,2,NA,2.2,2,0
16602619,46,adjective,5,80,2,NA,2.2,2,0
16602619,47,adjective,2,98,2,NA,2.2,2,0
16602619,48,adjective,2,121,2,NA,2.2,2,0
16602619,49,adjective,4,137,2,NA,2.2,2,0
16602619,50,adjective,3,154,2,NA,2.2,2,0
16602619,51,adjective,6,212,NA,NA,2.2,2,0
16602619,52,adjective,4,305,0,NA,2.2,2,0
16602619,53,adjective,5,315,1,NA,2.2,2,0
16602619,54,adjective,6,339,2,NA,2.2,2,0
16602619,55,adjective,3,364,2,NA,2.2,2,0
16602619,56,adjective,5,370,1,NA,2.2,2,0
16602619,57,adjective,7,407,0,NA,2.2,2,0
16602619,58,adjective,4,432,2,NA,2.2,2,0
16602619,59,adjective,3,461,2,NA,2.2,2,0
16602619,60,adjective,4,706,1,NA,2.2,2,0
16602620,1,concrete_noun,5,79,2,NA,2.6,2,0
16602620,2,concrete_noun,4,92,2,NA,2.6,2,0
16602620,3,concrete_noun,5,107,2,NA,2.6,2,0
16602620,4,concrete_noun,7,139,2,NA,2.6,2,0
16602620,5,concrete_noun,4,144,2,NA,2.6,2,0
16602620,6,concrete_noun,7,157,2,NA,2.6,2,0
16602620,7,concrete_noun,4,158,2,NA,2.6,2,0
16602620,8,concrete_noun,5,217,2,NA,2.6,2,0
16602620,9,concrete_noun,6,220,1,NA,2.6,2,0
16602620,10,concrete_noun,7,238,0,NA,2.6,2,0
16602620,11,concrete_noun,5,243,2,NA,2.6,2,0
16602620,12,concrete_noun,3,249,2,NA,2.6,2,0
16602620,13,concrete_noun,4,258,2,NA,2.6,2,0
16602620,14,concrete_noun,9,310,2,NA,2.6,2,0
16602620,15,concrete_noun,3,384,2,NA,2.6,2,0
16602620,16,abstract_noun,6,39,2,NA,2.6,2,0
16602620,17,abstract_noun,2,59,2,NA,2.6,2,0
16602620,18,abstract_noun,5,72,0,NA,2.6,2,0
16602620,19,abstract_noun,5,83,2,NA,2.6,2,0
16602620,20,abstract_noun,3,84,2,NA,2.6,2,0
16602620,21,abstract_noun,4,85,0,NA,2.6,2,0
16602620,22,abstract_noun,5,89,2,NA,2.6,2,0
16602620,23,abstract_noun,6,115,2,NA,2.6,2,0
16602620,24,abstract_noun,5,126,2,NA,2.6,2,0
16602620,25,abstract_noun,4,127,2,NA,2.6,2,0
16602620,26,abstract_noun,5,132,2,NA,2.6,2,0
16602620,27,abstract_noun,9,142,2,NA,2.6,2,0
16602620,28,abstract_noun,6,278,2,NA,2.6,2,0
16602620,29,abstract_noun,5,381,2,NA,2.6,2,0
16602620,30,abstract_noun,4,456,2,NA,2.6,2,0
16602620,31,verb,4,17,2,NA,2.6,2,0
16602620,32,verb,4,20,1,NA,2.6,2,0
16602620,33,verb,7,24,0,NA,2.6,2,0
16602620,34,verb,3,33,1,NA,2.6,2,0
16602620,35,verb,5,36,1,NA,2.6,2,0
16602620,36,verb,5,41,0,NA,2.6,2,0
16602620,37,verb,4,76,2,NA,2.6,2,0
16602620,38,verb,4,88,0,NA,2.6,2,0
16602620,39,verb,6,101,2,NA,2.6,2,0
16602620,40,verb,4,119,0,NA,2.6,2,0
16602620,41,verb,5,133,NA,NA,2.6,2,0
16602620,42,verb,4,136,0,NA,2.6,2,0
16602620,43,verb,7,140,2,NA,2.6,2,0
16602620,44,verb,5,163,2,NA,2.6,2,0
16602620,45,verb,7,203,2,NA,2.6,2,0
16602620,46,adjective,5,80,2,NA,2.6,2,0
16602620,47,adjective,2,98,2,NA,2.6,2,0
16602620,48,adjective,2,121,1,NA,2.6,2,0
16602620,49,adjective,4,137,2,NA,2.6,2,0
16602620,50,adjective,3,154,2,NA,2.6,2,0
16602620,51,adjective,6,212,1,NA,2.6,2,0
16602620,52,adjective,4,305,2,NA,2.6,2,0
16602620,53,adjective,5,315,2,NA,2.6,2,0
16602620,54,adjective,6,339,0,NA,2.6,2,0
16602620,55,adjective,3,364,2,NA,2.6,2,0
16602620,56,adjective,5,370,2,NA,2.6,2,0
16602620,57,adjective,7,407,2,NA,2.6,2,0
16602620,58,adjective,4,432,2,NA,2.6,2,0
16602620,59,adjective,3,461,1,NA,2.6,2,0
16602620,60,adjective,4,706,2,NA,2.6,2,0
16602621,1,concrete_noun,5,79,2,NA,1.6,3.5,0
16602621,2,concrete_noun,4,92,2,NA,1.6,3.5,0
16602621,3,concrete_noun,5,107,2,NA,1.6,3.5,0
16602621,4,concrete_noun,7,139,2,NA,1.6,3.5,0
16602621,5,concrete_noun,4,144,2,NA,1.6,3.5,0
16602621,6,concrete_noun,7,157,2,NA,1.6,3.5,0
16602621,7,concrete_noun,4,158,1,NA,1.6,3.5,0
16602621,8,concrete_noun,5,217,2,NA,1.6,3.5,0
16602621,9,concrete_noun,6,220,1,NA,1.6,3.5,0
16602621,10,concrete_noun,7,238,0,NA,1.6,3.5,0
16602621,11,concrete_noun,5,243,2,NA,1.6,3.5,0
16602621,12,concrete_noun,3,249,1,NA,1.6,3.5,0
16602621,13,concrete_noun,4,258,2,NA,1.6,3.5,0
16602621,14,concrete_noun,9,310,2,NA,1.6,3.5,0
16602621,15,concrete_noun,3,384,2,NA,1.6,3.5,0
16602621,16,abstract_noun,6,39,2,NA,1.6,3.5,0
16602621,17,abstract_noun,2,59,2,NA,1.6,3.5,0
16602621,18,abstract_noun,5,72,NA,NA,1.6,3.5,0
16602621,19,abstract_noun,5,83,2,NA,1.6,3.5,0
16602621,20,abstract_noun,3,84,2,NA,1.6,3.5,0
16602621,21,abstract_noun,4,85,0,NA,1.6,3.5,0
16602621,22,abstract_noun,5,89,2,NA,1.6,3.5,0
16602621,23,abstract_noun,6,115,2,NA,1.6,3.5,0
16602621,24,abstract_noun,5,126,2,NA,1.6,3.5,0
16602621,25,abstract_noun,4,127,2,NA,1.6,3.5,0
16602621,26,abstract_noun,5,132,1,NA,1.6,3.5,0
16602621,27,abstract_noun,9,142,2,NA,1.6,3.5,0
16602621,28,abstract_noun,6,278,2,NA,1.6,3.5,0
16602621,29,abstract_noun,5,381,2,NA,1.6,3.5,0
16602621,30,abstract_noun,4,456,1,NA,1.6,3.5,0
16602621,31,verb,4,17,2,NA,1.6,3.5,0
16602621,32,verb,4,20,2,NA,1.6,3.5,0
16602621,33,verb,7,24,NA,NA,1.6,3.5,0
16602621,34,verb,3,33,2,NA,1.6,3.5,0
16602621,35,verb,5,36,1,NA,1.6,3.5,0
16602621,36,verb,5,41,1,NA,1.6,3.5,0
16602621,37,verb,4,76,NA,NA,1.6,3.5,0
16602621,38,verb,4,88,0,NA,1.6,3.5,0
16602621,39,verb,6,101,1,NA,1.6,3.5,0
16602621,40,verb,4,119,0,NA,1.6,3.5,0
16602621,41,verb,5,133,0,NA,1.6,3.5,0
16602621,42,verb,4,136,0,NA,1.6,3.5,0
16602621,43,verb,7,140,2,NA,1.6,3.5,0
16602621,44,verb,5,163,2,NA,1.6,3.5,0
16602621,45,verb,7,203,NA,NA,1.6,3.5,0
16602621,46,adjective,5,80,2,NA,1.6,3.5,0
16602621,47,adjective,2,98,2,NA,1.6,3.5,0
16602621,48,adjective,2,121,1,NA,1.6,3.5,0
16602621,49,adjective,4,137,2,NA,1.6,3.5,0
16602621,50,adjective,3,154,1,NA,1.6,3.5,0
16602621,51,adjective,6,212,0,NA,1.6,3.5,0
16602621,52,adjective,4,305,2,NA,1.6,3.5,0
16602621,53,adjective,5,315,1,NA,1.6,3.5,0
16602621,54,adjective,6,339,0,NA,1.6,3.5,0
16602621,55,adjective,3,364,2,NA,1.6,3.5,0
16602621,56,adjective,5,370,1,NA,1.6,3.5,0
16602621,57,adjective,7,407,2,NA,1.6,3.5,0
16602621,58,adjective,4,432,2,NA,1.6,3.5,0
16602621,59,adjective,3,461,2,NA,1.6,3.5,0
16602621,60,adjective,4,706,2,NA,1.6,3.5,0
16602622,1,concrete_noun,5,79,1,NA,2,2,0
16602622,2,concrete_noun,4,92,1,NA,2,2,0
16602622,3,concrete_noun,5,107,2,NA,2,2,0
16602622,4,concrete_noun,7,139,2,NA,2,2,0
16602622,5,concrete_noun,4,144,2,NA,2,2,0
16602622,6,concrete_noun,7,157,2,NA,2,2,0
16602622,7,concrete_noun,4,158,2,NA,2,2,0
16602622,8,concrete_noun,5,217,2,NA,2,2,0
16602622,9,concrete_noun,6,220,2,NA,2,2,0
16602622,10,concrete_noun,7,238,2,NA,2,2,0
16602622,11,concrete_noun,5,243,2,NA,2,2,0
16602622,12,concrete_noun,3,249,2,NA,2,2,0
16602622,13,concrete_noun,4,258,1,NA,2,2,0
16602622,14,concrete_noun,9,310,2,NA,2,2,0
16602622,15,concrete_noun,3,384,1,NA,2,2,0
16602622,16,abstract_noun,6,39,1,NA,2,2,0
16602622,17,abstract_noun,2,59,2,NA,2,2,0
16602622,18,abstract_noun,5,72,0,NA,2,2,0
16602622,19,abstract_noun,5,83,2,NA,2,2,0
16602622,20,abstract_noun,3,84,2,NA,2,2,0
16602622,21,abstract_noun,4,85,2,NA,2,2,0
16602622,22,abstract_noun,5,89,0,NA,2,2,0
16602622,23,abstract_noun,6,115,1,NA,2,2,0
16602622,24,abstract_noun,5,126,1,NA,2,2,0
16602622,25,abstract_noun,4,127,1,NA,2,2,0
16602622,26,abstract_noun,5,132,1,NA,2,2,0
16602622,27,abstract_noun,9,142,2,NA,2,2,0
16602622,28,abstract_noun,6,278,2,NA,2,2,0
16602622,29,abstract_noun,5,381,2,NA,2,2,0
16602622,30,abstract_noun,4,456,0,NA,2,2,0
16602622,31,verb,4,17,1,NA,2,2,0
16602622,32,verb,4,20,1,NA,2,2,0
16602622,33,verb,7,24,0,NA,2,2,0
16602622,34,verb,3,33,0,NA,2,2,0
16602622,35,verb,5,36,0,NA,2,2,0
16602622,36,verb,5,41,0,NA,2,2,0
16602622,37,verb,4,76,1,NA,2,2,0
16602622,38,verb,4,88,0,NA,2,2,0
16602622,39,verb,6,101,1,NA,2,2,0
16602622,40,verb,4,119,0,NA,2,2,0
16602622,41,verb,5,133,0,NA,2,2,0
16602622,42,verb,4,136,1,NA,2,2,0
16602622,43,verb,7,140,NA,NA,2,2,0
16602622,44,verb,5,163,2,NA,2,2,0
16602622,45,verb,7,203,0,NA,2,2,0
16602622,46,adjective,5,80,2,NA,2,2,0
16602622,47,adjective,2,98,2,NA,2,2,0
16602622,48,adjective,2,121,2,NA,2,2,0
16602622,49,adjective,4,137,2,NA,2,2,0
16602622,50,adjective,3,154,1,NA,2,2,0
16602622,51,adjective,6,212,0,NA,2,2,0
16602622,52,adjective,4,305,0,NA,2,2,0
16602622,53,adjective,5,315,1,NA,2,2,0
16602622,54,adjective,6,339,2,NA,2,2,0
16602622,55,adjective,3,364,1,NA,2,2,0
16602622,56,adjective,5,370,1,NA,2,2,0
16602622,57,adjective,7,407,0,NA,2,2,0
16602622,58,adjective,4,432,1,NA,2,2,0
16602622,59,adjective,3,461,2,NA,2,2,0
16602622,60,adjective,4,706,1,NA,2,2,0
16602623,1,concrete_noun,5,79,1,NA,3.8,3.5,0
16602623,2,concrete_noun,4,92,2,NA,3.8,3.5,0
16602623,3,concrete_noun,5,107,2,NA,3.8,3.5,0
16602623,4,concrete_noun,7,139,2,NA,3.8,3.5,0
16602623,5,concrete_noun,4,144,2,NA,3.8,3.5,0
16602623,6,concrete_noun,7,157,2,NA,3.8,3.5,0
16602623,7,concrete_noun,4,158,2,NA,3.8,3.5,0
16602623,8,concrete_noun,5,217,2,NA,3.8,3.5,0
16602623,9,concrete_noun,6,220,2,NA,3.8,3.5,0
16602623,10,concrete_noun,7,238,2,NA,3.8,3.5,0
16602623,11,concrete_noun,5,243,2,NA,3.8,3.5,0
16602623,12,concrete_noun,3,249,2,NA,3.8,3.5,0
16602623,13,concrete_noun,4,258,2,NA,3.8,3.5,0
16602623,14,concrete_noun,9,310,2,NA,3.8,3.5,0
16602623,15,concrete_noun,3,384,2,NA,3.8,3.5,0
16602623,16,abstract_noun,6,39,2,NA,3.8,3.5,0
16602623,17,abstract_noun,2,59,2,NA,3.8,3.5,0
16602623,18,abstract_noun,5,72,2,NA,3.8,3.5,0
16602623,19,abstract_noun,5,83,2,NA,3.8,3.5,0
16602623,20,abstract_noun,3,84,2,NA,3.8,3.5,0
16602623,21,abstract_noun,4,85,2,NA,3.8,3.5,0
16602623,22,abstract_noun,5,89,2,NA,3.8,3.5,0
16602623,23,abstract_noun,6,115,2,NA,3.8,3.5,0
16602623,24,abstract_noun,5,126,2,NA,3.8,3.5,0
16602623,25,abstract_noun,4,127,2,NA,3.8,3.5,0
16602623,26,abstract_noun,5,132,NA,NA,3.8,3.5,0
16602623,27,abstract_noun,9,142,2,NA,3.8,3.5,0
16602623,28,abstract_noun,6,278,2,NA,3.8,3.5,0
16602623,29,abstract_noun,5,381,2,NA,3.8,3.5,0
16602623,30,abstract_noun,4,456,2,NA,3.8,3.5,0
16602623,31,verb,4,17,2,NA,3.8,3.5,0
16602623,32,verb,4,20,2,NA,3.8,3.5,0
16602623,33,verb,7,24,1,NA,3.8,3.5,0
16602623,34,verb,3,33,1,NA,3.8,3.5,0
16602623,35,verb,5,36,2,NA,3.8,3.5,0
16602623,36,verb,5,41,1,NA,3.8,3.5,0
16602623,37,verb,4,76,2,NA,3.8,3.5,0
16602623,38,verb,4,88,0,NA,3.8,3.5,0
16602623,39,verb,6,101,2,NA,3.8,3.5,0
16602623,40,verb,4,119,1,NA,3.8,3.5,0
16602623,41,verb,5,133,NA,NA,3.8,3.5,0
16602623,42,verb,4,136,2,NA,3.8,3.5,0
16602623,43,verb,7,140,2,NA,3.8,3.5,0
16602623,44,verb,5,163,2,NA,3.8,3.5,0
16602623,45,verb,7,203,2,NA,3.8,3.5,0
16602623,46,adjective,5,80,2,NA,3.8,3.5,0
16602623,47,adjective,2,98,2,NA,3.8,3.5,0
16602623,48,adjective,2,121,2,NA,3.8,3.5,0
16602623,49,adjective,4,137,2,NA,3.8,3.5,0
16602623,50,adjective,3,154,2,NA,3.8,3.5,0
16602623,51,adjective,6,212,1,NA,3.8,3.5,0
16602623,52,adjective,4,305,2,NA,3.8,3.5,0
16602623,53,adjective,5,315,2,NA,3.8,3.5,0
16602623,54,adjective,6,339,2,NA,3.8,3.5,0
16602623,55,adjective,3,364,2,NA,3.8,3.5,0
16602623,56,adjective,5,370,2,NA,3.8,3.5,0
16602623,57,adjective,7,407,0,NA,3.8,3.5,0
16602623,58,adjective,4,432,2,NA,3.8,3.5,0
16602623,59,adjective,3,461,2,NA,3.8,3.5,0
16602623,60,adjective,4,706,2,NA,3.8,3.5,0
16602624,1,concrete_noun,5,79,2,NA,1.8,1.75,0
16602624,2,concrete_noun,4,92,1,NA,1.8,1.75,0
16602624,3,concrete_noun,5,107,2,NA,1.8,1.75,0
16602624,4,concrete_noun,7,139,2,NA,1.8,1.75,0
16602624,5,concrete_noun,4,144,2,NA,1.8,1.75,0
16602624,6,concrete_noun,7,157,2,NA,1.8,1.75,0
16602624,7,concrete_noun,4,158,2,NA,1.8,1.75,0
16602624,8,concrete_noun,5,217,2,NA,1.8,1.75,0
16602624,9,concrete_noun,6,220,1,NA,1.8,1.75,0
16602624,10,concrete_noun,7,238,2,NA,1.8,1.75,0
16602624,11,concrete_noun,5,243,2,NA,1.8,1.75,0
16602624,12,concrete_noun,3,249,0,NA,1.8,1.75,0
16602624,13,concrete_noun,4,258,2,NA,1.8,1.75,0
16602624,14,concrete_noun,9,310,2,NA,1.8,1.75,0
16602624,15,concrete_noun,3,384,2,NA,1.8,1.75,0
16602624,16,abstract_noun,6,39,2,NA,1.8,1.75,0
16602624,17,abstract_noun,2,59,2,NA,1.8,1.75,0
16602624,18,abstract_noun,5,72,0,NA,1.8,1.75,0
16602624,19,abstract_noun,5,83,2,NA,1.8,1.75,0
16602624,20,abstract_noun,3,84,2,NA,1.8,1.75,0
16602624,21,abstract_noun,4,85,0,NA,1.8,1.75,0
16602624,22,abstract_noun,5,89,2,NA,1.8,1.75,0
16602624,23,abstract_noun,6,115,2,NA,1.8,1.75,0
16602624,24,abstract_noun,5,126,2,NA,1.8,1.75,0
16602624,25,abstract_noun,4,127,1,NA,1.8,1.75,0
16602624,26,abstract_noun,5,132,2,NA,1.8,1.75,0
16602624,27,abstract_noun,9,142,2,NA,1.8,1.75,0
16602624,28,abstract_noun,6,278,2,NA,1.8,1.75,0
16602624,29,abstract_noun,5,381,2,NA,1.8,1.75,0
16602624,30,abstract_noun,4,456,0,NA,1.8,1.75,0
16602624,31,verb,4,17,2,NA,1.8,1.75,0
16602624,32,verb,4,20,1,NA,1.8,1.75,0
16602624,33,verb,7,24,2,NA,1.8,1.75,0
16602624,34,verb,3,33,1,NA,1.8,1.75,0
16602624,35,verb,5,36,NA,NA,1.8,1.75,0
16602624,36,verb,5,41,1,NA,1.8,1.75,0
16602624,37,verb,4,76,1,NA,1.8,1.75,0
16602624,38,verb,4,88,0,NA,1.8,1.75,0
16602624,39,verb,6,101,1,NA,1.8,1.75,0
16602624,40,verb,4,119,0,NA,1.8,1.75,0
16602624,41,verb,5,133,NA,NA,1.8,1.75,0
16602624,42,verb,4,136,0,NA,1.8,1.75,0
16602624,43,verb,7,140,1,NA,1.8,1.75,0
16602624,44,verb,5,163,1,NA,1.8,1.75,0
16602624,45,verb,7,203,1,NA,1.8,1.75,0
16602624,46,adjective,5,80,2,NA,1.8,1.75,0
16602624,47,adjective,2,98,2,NA,1.8,1.75,0
16602624,48,adjective,2,121,2,NA,1.8,1.75,0
16602624,49,adjective,4,137,2,NA,1.8,1.75,0
16602624,50,adjective,3,154,1,NA,1.8,1.75,0
16602624,51,adjective,6,212,1,NA,1.8,1.75,0
16602624,52,adjective,4,305,1,NA,1.8,1.75,0
16602624,53,adjective,5,315,1,NA,1.8,1.75,0
16602624,54,adjective,6,339,0,NA,1.8,1.75,0
